avg_burst_time,arrival_rate,cpu_io_ratio,priority_variance,queue_length,throughput_req,best_scheduler
6,15,0.96,7,39,high,Priority
5,29,0.93,5,16,medium,RR
3,9,0.85,2,42,medium,RR
17,8,0.17,8,19,medium,Priority
13,25,0.11,4,36,medium,RR
13,14,0.54,1,11,low,RR
15,29,0.59,3,24,medium,RR
6,4,0.11,5,28,medium,SJF
10,9,0.26,9,12,high,Priority
1,25,0.54,5,7,low,RR
19,15,0.66,7,44,medium,Priority
5,1,0.27,3,34,low,SJF
7,17,0.88,6,26,medium,RR
12,11,0.26,3,16,low,RR
2,14,0.5,5,11,low,RR
3,11,0.63,6,46,high,RR
4,22,0.84,9,17,low,Priority
15,13,0.83,1,12,high,RR
5,22,0.67,9,22,high,Priority
2,13,0.83,8,23,high,Priority
19,17,0.84,5,29,low,RR
17,25,0.57,4,27,high,RR
15,12,0.92,6,31,medium,RR
11,15,0.54,2,37,high,RR
2,28,0.55,6,48,low,RR
16,14,0.24,7,24,medium,Priority
13,29,0.26,5,17,low,RR
11,5,0.52,2,33,high,FCFS
12,4,0.58,5,37,medium,RR
19,19,0.79,6,45,medium,RR
1,22,0.22,3,49,medium,SJF
6,29,0.73,5,7,low,RR
3,23,0.75,1,19,low,RR
14,11,0.93,7,7,high,Priority
10,11,0.37,5,26,low,RR
12,19,0.33,5,29,high,RR
9,4,0.42,3,27,high,FCFS
14,14,0.59,7,7,high,Priority
9,29,0.93,1,29,medium,RR
16,27,0.35,7,39,high,Priority
6,24,0.43,5,34,medium,SJF
17,10,0.93,7,27,high,Priority
8,8,0.23,7,26,medium,Priority
19,2,0.61,7,30,medium,Priority
13,6,0.71,2,42,low,RR
19,27,0.76,8,35,low,Priority
13,6,0.31,3,47,high,FCFS
16,5,0.31,2,14,high,FCFS
19,20,0.83,1,17,high,RR
13,16,0.57,3,40,high,RR
7,3,0.28,2,33,low,RR
3,10,0.97,1,44,low,RR
8,20,0.48,4,20,low,RR
9,21,0.23,3,18,high,RR
6,16,0.63,9,23,low,Priority
13,17,0.71,7,35,low,Priority
8,7,0.78,3,39,low,RR
6,26,0.65,3,8,high,RR
13,15,0.48,6,33,high,RR
19,19,0.71,9,31,medium,Priority
3,3,0.16,7,39,low,SJF
1,12,0.84,7,38,medium,Priority
15,15,0.27,1,22,high,RR
15,26,0.61,9,15,high,Priority
3,19,0.82,1,15,medium,RR
18,11,0.37,1,16,low,RR
8,15,0.33,8,36,high,Priority
4,27,0.12,7,27,medium,SJF
1,13,0.14,4,39,low,SJF
16,12,0.33,5,44,low,RR
3,16,0.83,1,46,high,RR
2,27,0.29,1,8,medium,SJF
15,13,0.72,3,45,low,RR
8,28,0.22,3,28,medium,RR
17,8,0.11,8,25,low,Priority
15,1,0.59,1,26,high,FCFS
13,6,0.12,9,44,high,FCFS
15,18,0.49,2,15,low,RR
18,21,0.83,7,25,low,Priority
16,7,0.17,2,41,medium,RR
8,29,0.46,6,49,medium,RR
12,17,0.36,7,39,medium,Priority
3,22,0.68,7,13,low,Priority
15,17,0.77,8,22,medium,Priority
17,22,0.55,7,49,medium,Priority
1,25,0.68,9,32,medium,Priority
5,11,0.29,6,29,low,SJF
4,26,0.56,8,33,medium,Priority
8,2,0.36,9,31,medium,Priority
4,18,0.41,4,25,low,SJF
11,8,0.76,1,6,low,RR
11,6,0.9,5,33,high,FCFS
12,22,0.96,3,9,high,RR
18,6,0.44,7,22,medium,Priority
10,12,0.15,8,11,high,Priority
8,21,0.39,1,16,high,RR
16,4,0.11,3,32,low,RR
18,12,0.18,3,8,medium,RR
6,17,0.45,2,20,low,SJF
6,24,0.39,9,32,low,SJF
8,4,0.45,8,25,high,FCFS
1,21,0.77,8,7,medium,Priority
9,3,0.53,9,30,medium,Priority
2,18,0.27,3,39,medium,SJF
6,1,0.71,4,18,medium,RR
13,16,0.24,5,33,high,RR
2,27,0.36,1,23,high,SJF
11,8,0.76,4,42,high,RR
13,7,0.18,8,46,medium,Priority
11,20,0.94,5,46,medium,RR
5,20,0.68,3,35,medium,RR
7,2,0.33,6,34,low,RR
9,11,0.98,7,21,low,Priority
1,1,0.2,6,7,medium,SJF
7,22,0.1,4,35,low,RR
13,27,0.44,9,41,medium,Priority
12,11,0.91,7,18,medium,Priority
3,16,0.64,1,42,medium,RR
6,27,0.59,6,42,medium,RR
3,10,0.32,4,26,high,SJF
9,19,0.29,4,9,high,RR
14,18,0.28,3,10,low,RR
11,24,0.55,8,31,low,Priority
11,26,0.12,5,22,medium,RR
10,16,0.96,7,7,high,Priority
12,23,0.34,4,33,low,RR
6,14,0.5,3,41,high,RR
11,21,0.73,3,36,medium,RR
8,23,0.86,3,10,low,RR
1,17,0.3,2,6,low,SJF
10,25,0.82,5,45,medium,RR
13,13,0.13,8,31,low,Priority
17,20,0.97,1,36,high,RR
12,25,0.84,9,18,medium,Priority
11,27,0.3,4,43,high,RR
16,16,0.84,7,28,low,Priority
8,7,0.17,1,47,high,FCFS
4,4,0.82,1,10,low,RR
10,8,0.75,2,27,low,RR
18,27,0.69,6,32,high,RR
11,18,0.87,8,8,high,Priority
10,16,0.19,3,47,high,RR
16,24,0.59,9,46,low,Priority
16,26,0.89,3,42,medium,RR
18,22,0.62,3,19,high,RR
6,25,0.71,6,8,high,RR
18,9,0.24,4,8,medium,RR
5,13,0.78,6,16,high,RR
15,9,0.56,3,24,high,RR
4,12,0.78,8,29,high,Priority
3,26,0.89,4,38,high,RR
10,5,0.7,3,48,high,FCFS
1,2,0.13,7,37,high,FCFS
13,13,0.75,7,37,high,Priority
13,24,0.86,2,43,low,RR
5,11,0.94,8,15,high,Priority
17,19,0.84,9,32,high,Priority
14,10,0.47,2,21,low,RR
13,19,0.47,2,18,high,RR
14,24,0.15,5,17,high,RR
5,21,0.97,7,42,low,Priority
13,16,0.57,2,49,low,RR
1,4,0.76,9,31,high,FCFS
13,28,0.84,7,14,high,Priority
5,21,0.59,9,47,medium,Priority
1,2,0.1,7,30,medium,SJF
16,23,0.7,2,48,low,RR
4,15,0.35,1,12,low,SJF
8,26,0.15,5,25,high,RR
6,5,0.36,8,26,medium,SJF
4,4,0.19,6,31,low,SJF
16,14,0.44,6,8,high,RR
19,25,0.24,8,46,low,Priority
16,25,0.32,8,33,low,Priority
7,12,0.77,9,48,high,Priority
13,6,0.74,5,23,low,RR
7,4,0.91,1,21,low,RR
9,21,0.74,4,21,low,RR
4,23,0.72,2,13,high,RR
7,26,0.57,9,45,high,Priority
4,18,0.23,6,10,high,SJF
10,10,0.69,6,35,high,RR
8,9,0.62,6,27,high,RR
8,15,0.82,8,43,high,Priority
9,26,0.79,3,20,high,RR
1,14,0.68,3,13,medium,RR
16,11,0.68,1,7,high,RR
19,24,0.34,8,40,medium,Priority
2,23,0.22,9,11,low,SJF
18,27,0.19,1,31,low,RR
7,24,0.57,1,38,medium,RR
11,23,0.63,4,37,high,RR
16,6,0.13,4,5,medium,RR
2,6,0.81,6,44,medium,RR
3,10,0.84,9,45,high,Priority
13,1,0.13,4,20,high,FCFS
6,5,0.9,7,11,medium,Priority
10,25,0.72,8,6,low,Priority
15,21,0.71,5,29,medium,RR
19,14,0.26,6,10,low,RR
11,22,0.46,2,19,high,RR
17,20,0.94,1,30,medium,RR
9,12,0.85,7,41,medium,Priority
8,26,0.67,6,13,high,RR
7,12,0.72,9,27,high,Priority
18,11,0.95,8,32,medium,Priority
13,4,0.23,3,16,medium,RR
2,24,0.98,1,7,medium,RR
2,23,0.85,4,32,high,RR
15,2,0.36,8,42,low,Priority
4,19,0.86,6,30,medium,RR
10,28,0.33,4,43,high,RR
17,3,0.25,7,20,low,Priority
9,12,0.75,1,18,high,RR
18,22,0.46,7,29,medium,Priority
8,4,0.34,2,28,high,FCFS
11,24,0.54,3,21,low,RR
6,21,0.93,6,36,medium,RR
10,28,0.81,2,41,high,RR
5,22,0.47,5,15,high,SJF
8,19,0.49,2,34,high,RR
12,26,0.27,5,33,low,RR
18,27,0.15,9,23,high,Priority
5,26,0.98,4,14,medium,RR
7,23,0.83,8,43,medium,Priority
15,20,0.76,5,39,low,RR
13,29,0.56,1,41,medium,RR
2,22,0.95,4,39,low,RR
18,12,0.66,2,34,low,RR
14,10,0.48,7,22,low,Priority
6,25,0.24,3,7,medium,SJF
3,18,0.93,6,23,low,RR
13,27,0.37,3,23,low,RR
3,15,0.62,9,47,low,Priority
5,21,0.35,2,18,medium,SJF
13,1,0.74,7,15,high,FCFS
16,24,0.33,9,21,low,Priority
14,26,0.27,9,13,low,Priority
11,7,0.71,2,34,medium,RR
14,13,0.78,5,48,medium,RR
14,8,0.13,8,43,low,Priority
11,26,0.85,5,18,low,RR
7,7,0.76,2,20,high,FCFS
15,25,0.43,9,19,low,Priority
7,26,0.86,2,25,high,RR
3,1,0.63,9,6,low,Priority
8,27,0.68,2,46,medium,RR
6,7,0.99,6,26,low,RR
15,17,0.85,8,7,medium,Priority
17,23,0.56,6,35,low,RR
16,17,0.91,6,12,low,RR
2,15,0.12,4,25,medium,SJF
5,3,0.64,2,46,medium,RR
4,11,0.95,7,45,high,Priority
12,18,0.55,2,28,medium,RR
15,19,0.96,4,21,low,RR
10,12,0.21,7,6,medium,Priority
17,13,0.78,4,30,high,RR
6,29,0.4,2,35,low,SJF
5,1,0.28,9,27,high,FCFS
1,4,0.58,7,9,low,Priority
11,14,0.58,7,16,low,Priority
19,5,0.37,8,6,high,FCFS
17,2,0.7,3,28,medium,RR
18,29,0.58,5,35,medium,RR
1,14,0.19,4,5,high,SJF
3,29,0.24,5,34,medium,SJF
12,5,0.73,3,43,medium,RR
16,29,0.67,6,14,low,RR
14,15,0.65,7,15,medium,Priority
17,16,0.42,9,36,high,Priority
10,19,0.43,8,49,medium,Priority
15,16,0.7,9,11,high,Priority
17,16,0.14,1,8,medium,RR
14,8,0.51,5,31,low,RR
3,6,0.41,8,17,medium,SJF
18,18,0.17,1,44,high,RR
10,1,0.32,1,37,low,RR
14,24,0.4,6,9,medium,RR
14,13,0.56,8,13,high,Priority
10,15,0.7,3,6,medium,RR
9,4,0.56,9,43,high,FCFS
6,23,0.96,6,30,medium,RR
13,15,0.73,8,25,medium,Priority
11,21,0.1,6,7,medium,RR
1,15,0.6,6,28,high,RR
1,23,0.24,4,47,high,SJF
17,12,0.96,4,16,high,RR
18,29,0.23,8,23,low,Priority
16,8,0.32,6,46,low,RR
10,29,0.13,2,36,low,RR
10,2,0.21,9,43,low,Priority
6,27,0.16,2,47,low,SJF
19,23,0.54,8,10,medium,Priority
7,23,0.98,8,26,high,Priority
13,24,0.55,4,43,low,RR
2,21,0.71,9,26,high,Priority
14,14,0.8,6,26,high,RR
7,2,0.21,9,19,high,FCFS
12,27,0.95,3,41,high,RR
11,16,0.92,4,49,high,RR
1,22,0.71,5,35,high,RR
16,4,0.5,9,41,medium,Priority
13,12,0.3,7,39,medium,Priority
9,10,0.11,5,44,medium,RR
14,14,0.51,1,26,low,RR
19,20,0.54,5,21,medium,RR
14,18,0.4,6,9,low,RR
16,21,0.82,3,21,medium,RR
14,16,0.48,5,15,low,RR
11,2,0.28,1,35,high,FCFS
12,20,0.55,9,32,low,Priority
12,16,0.75,2,36,low,RR
10,23,0.37,5,16,low,RR
19,18,0.89,6,7,low,RR
10,14,0.19,2,49,low,RR
11,24,0.93,4,25,medium,RR
10,12,0.4,3,32,medium,RR
19,11,0.6,2,35,medium,RR
7,22,0.85,7,13,high,Priority
12,29,0.12,8,43,medium,Priority
4,16,0.59,8,12,medium,Priority
3,9,0.52,7,24,low,Priority
15,19,0.94,8,34,high,Priority
8,13,0.85,8,46,medium,Priority
9,29,0.19,6,29,medium,RR
10,10,0.31,6,36,low,RR
13,3,0.43,7,27,high,FCFS
16,4,0.95,2,11,low,RR
8,25,0.11,1,15,medium,RR
3,27,0.63,1,12,high,RR
13,10,0.29,3,17,low,RR
9,25,0.12,7,12,medium,Priority
12,19,0.75,6,22,high,RR
13,19,0.11,5,30,medium,RR
1,16,0.66,9,43,medium,Priority
9,4,0.37,4,43,medium,RR
5,21,0.6,3,32,medium,RR
12,21,0.35,4,32,high,RR
14,28,0.13,6,45,medium,RR
5,10,0.88,4,40,medium,RR
6,23,0.1,9,49,high,SJF
11,2,0.12,8,17,low,Priority
10,5,0.57,7,32,low,Priority
15,13,0.17,9,12,high,Priority
1,2,0.17,1,45,low,SJF
8,5,0.83,6,21,medium,RR
18,5,0.89,5,23,high,FCFS
13,22,0.61,8,35,high,Priority
4,10,0.81,7,36,high,Priority
13,12,0.96,6,31,low,RR
9,17,0.21,1,35,high,RR
6,7,0.7,4,20,low,RR
3,26,0.81,9,21,medium,Priority
5,26,0.12,1,39,low,SJF
6,9,0.92,3,41,low,RR
14,10,0.14,7,42,high,Priority
14,18,0.68,9,43,medium,Priority
10,2,0.94,7,45,high,FCFS
8,10,0.97,2,42,low,RR
18,7,0.81,5,47,low,RR
3,1,0.82,2,10,high,FCFS
10,7,0.22,2,18,high,FCFS
10,29,0.47,6,46,low,RR
18,13,0.58,4,10,medium,RR
5,18,0.39,5,11,high,SJF
9,3,0.42,9,44,high,FCFS
9,12,0.36,9,43,medium,Priority
17,1,0.6,8,19,low,Priority
1,29,0.38,2,8,low,SJF
16,18,0.52,8,10,high,Priority
2,19,0.86,6,25,medium,RR
6,13,0.35,5,28,low,SJF
12,12,0.28,3,20,medium,RR
12,1,0.84,4,13,high,FCFS
10,13,0.77,8,37,high,Priority
15,24,0.3,3,33,low,RR
3,21,0.36,9,10,medium,SJF
16,3,0.92,3,27,high,FCFS
11,27,0.33,6,46,high,RR
9,3,0.23,2,48,high,FCFS
16,4,0.14,8,42,low,Priority
8,19,0.58,1,40,high,RR
13,27,0.79,3,41,high,RR
7,3,0.82,3,44,low,RR
15,3,0.7,6,7,medium,RR
5,1,0.7,9,16,high,FCFS
13,24,0.68,5,13,low,RR
15,7,0.81,8,47,high,FCFS
11,28,0.36,2,42,high,RR
1,24,0.47,1,22,low,SJF
4,3,0.87,7,19,low,Priority
14,14,0.87,6,32,low,RR
4,18,0.47,5,39,high,SJF
3,20,0.86,2,34,medium,RR
7,27,0.68,6,33,medium,RR
10,20,0.56,6,21,medium,RR
18,28,0.42,9,26,high,Priority
11,29,0.25,2,36,medium,RR
13,11,0.28,4,37,low,RR
18,8,0.9,3,7,medium,RR
6,22,0.93,8,21,medium,Priority
5,19,0.97,3,26,medium,RR
2,28,0.63,5,21,medium,RR
11,27,0.92,7,36,low,Priority
10,24,0.2,6,15,medium,RR
3,16,0.73,8,40,high,Priority
10,12,0.43,6,33,high,RR
11,2,0.9,9,15,low,Priority
13,22,0.54,2,29,low,RR
10,26,0.51,1,5,high,RR
1,17,0.23,2,15,low,SJF
2,20,0.7,2,24,low,RR
4,29,0.28,4,38,medium,SJF
9,20,0.85,7,47,low,Priority
8,21,0.88,9,29,low,Priority
12,27,0.81,1,49,high,RR
17,5,0.38,8,36,high,FCFS
4,9,0.82,7,28,medium,Priority
6,7,0.67,1,21,medium,RR
19,22,0.45,6,32,low,RR
6,1,0.12,7,12,medium,SJF
7,9,0.89,9,47,high,Priority
3,18,0.76,5,35,medium,RR
3,13,0.67,8,23,medium,Priority
1,29,0.42,2,28,high,SJF
9,13,0.92,2,10,low,RR
7,2,0.9,9,44,low,Priority
15,22,0.48,6,23,low,RR
19,2,0.17,7,26,high,FCFS
6,15,0.55,1,18,low,RR
6,28,0.97,1,6,low,RR
2,16,0.34,7,9,low,SJF
2,22,0.46,7,17,medium,SJF
12,6,0.3,1,5,high,FCFS
16,22,0.46,9,28,high,Priority
13,21,0.35,1,35,high,RR
12,4,0.95,9,19,high,FCFS
15,18,0.62,1,45,high,RR
12,2,0.38,2,19,low,RR
18,27,0.35,6,9,medium,RR
6,12,0.44,4,11,low,SJF
1,14,0.73,6,16,low,RR
12,10,0.58,4,11,medium,RR
4,1,0.56,5,12,low,RR
7,29,0.55,4,31,low,RR
6,12,0.53,2,7,medium,RR
7,3,0.55,4,35,medium,RR
6,1,0.56,8,10,low,Priority
19,14,0.5,8,14,low,Priority
1,9,0.52,4,6,low,RR
11,5,0.71,3,34,high,FCFS
8,20,0.31,5,7,low,RR
5,9,0.5,2,43,high,RR
15,26,0.48,4,33,high,RR
18,15,0.24,9,39,high,Priority
6,11,0.27,3,31,high,SJF
3,13,0.75,8,25,high,Priority
11,13,0.61,8,46,high,Priority
12,29,0.31,5,29,medium,RR
10,3,0.48,2,49,medium,RR
14,14,0.8,9,8,high,Priority
10,16,0.14,1,9,low,RR
13,3,0.26,5,9,high,FCFS
10,12,0.66,1,25,high,RR
4,19,0.37,4,39,medium,SJF
3,7,0.64,5,28,high,FCFS
1,19,0.41,1,25,low,SJF
3,12,0.97,6,46,medium,RR
6,14,0.8,8,17,high,Priority
19,10,0.83,7,7,high,Priority
12,15,0.11,6,44,medium,RR
3,16,0.74,1,22,medium,RR
17,16,0.9,2,40,high,RR
7,17,0.13,6,46,medium,RR
4,25,0.43,9,37,high,SJF
16,17,0.83,6,46,high,RR
13,28,0.4,1,31,high,RR
5,10,0.37,7,11,medium,SJF
14,23,0.31,5,8,medium,RR
9,27,0.72,6,44,low,RR
12,20,0.23,7,8,high,Priority
3,1,0.76,2,43,medium,RR
2,13,0.98,3,32,low,RR
6,3,0.72,2,26,medium,RR
15,18,0.3,6,14,low,RR
17,19,0.52,4,47,low,RR
10,22,0.45,6,21,high,RR
19,2,0.6,5,40,medium,RR
14,7,0.95,2,22,low,RR
13,25,0.33,7,33,low,Priority
14,1,0.46,9,45,medium,Priority
7,16,0.53,3,33,low,RR
18,27,0.45,7,5,high,Priority
14,4,0.88,6,13,high,FCFS
15,9,0.82,2,35,medium,RR
14,4,0.57,3,42,high,FCFS
15,14,0.53,4,42,high,RR
7,25,0.21,1,35,low,RR
8,12,0.49,2,37,low,RR
7,14,0.87,4,19,low,RR
5,14,0.41,5,15,high,SJF
5,4,0.22,7,9,medium,SJF
15,14,0.29,3,9,medium,RR
5,24,0.98,7,7,low,Priority
4,20,0.52,3,5,high,RR
8,16,0.66,2,45,high,RR
18,16,0.39,1,30,medium,RR
9,21,0.33,2,23,high,RR
19,6,0.87,7,32,high,FCFS
19,16,0.82,3,33,high,RR
19,15,0.15,9,24,low,Priority
19,10,0.4,1,19,high,RR
17,27,0.86,7,19,high,Priority
7,13,0.41,4,24,medium,RR
10,18,0.92,5,31,medium,RR
4,16,0.35,1,19,low,SJF
1,22,0.56,4,5,medium,RR
15,4,0.31,7,22,medium,Priority
17,11,0.92,8,33,medium,Priority
9,17,0.98,5,26,high,RR
6,3,0.47,4,38,low,SJF
10,15,0.53,8,19,medium,Priority
19,18,0.54,4,37,high,RR
16,26,0.11,6,7,medium,RR
2,15,0.72,6,37,low,RR
16,18,0.83,5,41,high,RR
10,27,0.71,2,37,low,RR
18,27,0.5,9,15,low,Priority
3,29,0.77,3,29,low,RR
10,15,0.27,1,42,high,RR
14,27,0.32,2,18,low,RR
4,17,0.44,4,36,medium,SJF
8,25,0.91,1,34,low,RR
16,21,0.26,5,46,medium,RR
5,8,0.5,5,5,high,RR
7,15,0.14,8,18,high,Priority
9,8,0.81,3,36,low,RR
6,2,0.97,1,15,low,RR
6,29,0.45,3,30,medium,SJF
11,9,0.86,6,38,medium,RR
16,27,0.19,8,35,low,Priority
7,2,0.56,8,32,medium,Priority
4,18,0.95,5,31,low,RR
9,5,0.45,2,39,medium,RR
11,23,0.45,8,43,medium,Priority
15,6,0.71,6,13,high,FCFS
18,5,0.92,3,9,high,FCFS
18,28,0.75,7,7,low,Priority
13,16,0.91,7,31,medium,Priority
13,28,0.25,5,48,low,RR
5,17,0.79,4,23,low,RR
4,3,0.83,5,13,low,RR
11,7,0.63,9,39,high,FCFS
11,17,0.75,3,42,low,RR
15,7,0.19,7,26,low,Priority
18,28,0.25,1,27,high,RR
15,20,0.51,6,16,high,RR
7,8,0.88,3,46,high,RR
13,19,0.14,5,25,high,RR
5,25,0.81,1,23,medium,RR
7,24,0.86,6,23,medium,RR
11,22,0.76,3,26,low,RR
11,15,0.15,1,47,low,RR
12,13,0.77,9,45,high,Priority
4,2,0.36,4,18,low,SJF
17,27,0.92,6,48,high,RR
19,10,0.84,7,36,low,Priority
18,3,0.26,5,36,high,FCFS
10,19,0.39,7,26,medium,Priority
2,19,0.26,8,27,medium,SJF
2,17,0.19,8,37,high,SJF
15,17,0.61,7,28,low,Priority
3,26,0.19,6,9,medium,SJF
15,6,0.67,2,29,medium,RR
3,27,0.54,2,27,medium,RR
16,3,0.27,3,12,medium,RR
17,12,0.21,2,17,medium,RR
12,15,0.97,8,6,high,Priority
5,2,0.44,7,46,medium,SJF
15,18,0.96,8,24,high,Priority
7,27,0.18,1,38,low,RR
12,19,0.74,1,41,medium,RR
4,6,0.45,9,26,medium,SJF
11,28,0.78,5,35,medium,RR
9,20,0.79,9,12,low,Priority
5,26,0.63,1,13,low,RR
7,11,0.74,8,9,high,Priority
6,23,0.12,4,15,high,SJF
10,2,0.98,4,14,low,RR
14,18,0.32,7,48,low,Priority
5,4,0.46,7,42,high,FCFS
9,10,0.38,5,40,high,RR
19,29,0.81,5,27,high,RR
18,25,0.98,9,49,low,Priority
5,26,0.45,1,22,medium,SJF
17,10,0.46,4,44,high,RR
13,28,0.33,9,25,medium,Priority
11,4,0.81,9,11,high,FCFS
3,10,0.25,5,44,medium,SJF
2,24,0.55,5,47,low,RR
8,21,0.44,6,35,high,RR
16,11,0.17,4,47,medium,RR
12,2,0.22,9,9,high,FCFS
12,3,0.58,3,47,low,RR
19,27,0.26,9,17,medium,Priority
6,3,0.16,9,45,high,FCFS
1,18,0.58,1,31,high,RR
14,19,0.49,8,9,medium,Priority
2,15,0.19,7,33,low,SJF
19,25,0.12,2,10,low,RR
15,20,0.46,2,7,high,RR
8,8,0.83,6,17,low,RR
16,5,0.5,1,31,high,FCFS
17,22,0.13,8,31,high,Priority
1,19,0.56,8,45,low,Priority
12,9,0.92,8,15,low,Priority
19,21,0.97,6,5,medium,RR
9,29,0.27,6,35,high,RR
10,5,0.18,9,9,medium,Priority
5,17,0.52,8,25,high,Priority
2,8,0.5,9,26,high,Priority
14,4,0.99,3,33,medium,RR
18,23,0.67,4,45,medium,RR
1,15,0.67,8,39,medium,Priority
4,18,0.25,5,14,low,SJF
8,25,0.63,3,10,medium,RR
5,8,0.14,9,18,medium,SJF
14,17,0.17,6,36,high,RR
16,22,0.75,7,6,low,Priority
8,12,0.68,8,45,low,Priority
13,14,0.57,9,34,high,Priority
4,2,0.63,4,28,high,FCFS
10,2,0.36,2,5,low,RR
6,22,0.12,1,26,high,SJF
6,20,0.12,9,10,low,SJF
3,17,0.91,5,39,high,RR
8,7,0.52,7,14,high,FCFS
1,2,0.36,1,13,low,SJF
15,18,0.75,7,18,low,Priority
18,20,0.52,5,45,medium,RR
13,5,0.68,4,19,medium,RR
19,20,0.98,5,32,high,RR
2,25,0.75,9,25,low,Priority
11,11,0.87,5,45,low,RR
10,27,0.82,8,41,medium,Priority
9,4,0.59,7,16,high,FCFS
11,22,0.93,7,24,medium,Priority
17,5,0.43,6,38,medium,RR
5,10,0.34,2,39,medium,SJF
15,22,0.38,7,47,high,Priority
3,9,0.75,2,48,medium,RR
16,16,0.92,6,24,low,RR
8,24,0.39,5,41,medium,RR
15,6,0.57,9,28,medium,Priority
6,11,0.32,4,18,medium,SJF
4,24,0.72,5,14,medium,RR
11,16,0.88,2,29,high,RR
15,19,0.23,2,7,low,RR
1,7,0.26,8,36,high,FCFS
17,14,0.56,5,10,low,RR
8,13,0.83,1,22,high,RR
18,11,0.19,9,7,high,Priority
6,3,0.25,8,8,medium,SJF
15,29,0.59,8,11,low,Priority
5,11,0.98,2,29,medium,RR
9,6,0.44,2,26,high,FCFS
15,7,0.96,4,20,low,RR
10,19,0.47,4,46,low,RR
8,20,0.69,8,9,medium,Priority
17,11,0.49,7,27,low,Priority
2,21,0.18,2,11,medium,SJF
6,6,0.76,7,48,medium,Priority
14,12,0.43,2,22,low,RR
12,14,0.91,3,19,high,RR
19,15,0.72,8,27,low,Priority
10,2,0.65,6,23,low,RR
9,6,0.25,6,28,high,FCFS
6,7,0.5,4,12,low,RR
14,18,0.14,7,21,medium,Priority
14,24,0.21,4,20,medium,RR
3,18,0.69,4,39,high,RR
3,12,0.54,9,41,low,Priority
10,21,0.75,8,11,medium,Priority
2,4,0.85,9,18,high,FCFS
7,28,0.96,4,38,low,RR
19,21,0.25,7,15,medium,Priority
11,23,0.39,8,41,high,Priority
1,1,0.79,3,42,high,FCFS
13,17,0.86,3,49,medium,RR
3,20,0.6,9,13,medium,Priority
18,26,0.73,4,16,medium,RR
9,14,0.36,4,25,medium,RR
10,24,0.78,7,34,medium,Priority
18,26,0.48,9,25,medium,Priority
17,5,0.65,2,11,medium,RR
4,5,0.36,4,34,medium,SJF
6,2,0.32,1,43,low,SJF
2,7,0.36,5,44,medium,SJF
19,8,0.21,5,31,low,RR
17,6,0.98,8,16,medium,Priority
1,11,0.45,3,42,low,SJF
8,15,0.31,7,47,low,Priority
10,11,0.14,8,24,high,Priority
7,1,0.18,9,27,medium,Priority
14,12,0.42,7,23,medium,Priority
5,25,0.54,2,18,low,RR
15,26,0.81,5,45,low,RR
7,18,0.62,8,6,medium,Priority
13,13,0.76,6,31,low,RR
6,14,0.64,5,41,high,RR
13,4,0.12,2,6,high,FCFS
4,20,0.87,6,22,high,RR
7,13,0.99,8,28,medium,Priority
1,23,0.17,9,36,medium,SJF
16,4,0.77,7,6,medium,Priority
1,23,0.62,2,16,high,RR
19,28,0.25,4,11,low,RR
19,25,0.56,3,45,low,RR
9,14,0.46,2,28,high,RR
16,19,0.34,3,9,low,RR
11,27,0.26,2,33,low,RR
16,16,0.34,2,23,high,RR
8,21,0.97,6,8,low,RR
4,7,0.77,1,22,medium,RR
8,27,0.85,3,29,low,RR
14,12,0.14,5,21,low,RR
10,11,0.6,4,9,medium,RR
14,9,0.72,6,15,low,RR
17,9,0.24,4,40,medium,RR
15,2,0.66,3,24,high,FCFS
17,29,0.89,4,39,medium,RR
18,21,0.73,5,45,medium,RR
15,9,0.14,8,38,medium,Priority
18,13,0.68,5,10,medium,RR
19,11,0.86,2,7,high,RR
19,21,0.87,3,16,high,RR
16,5,0.91,6,33,high,FCFS
9,18,0.9,7,34,medium,Priority
5,5,0.37,6,32,low,SJF
8,24,0.46,9,6,medium,Priority
8,3,0.93,9,34,high,FCFS
1,1,0.53,2,20,high,FCFS
4,19,0.16,3,15,medium,SJF
7,1,0.54,8,30,medium,Priority
17,27,0.96,7,13,medium,Priority
5,18,0.7,9,32,low,Priority
5,8,0.38,4,37,medium,SJF
19,12,0.45,7,45,low,Priority
13,29,0.47,1,36,low,RR
19,18,0.59,7,31,low,Priority
3,2,0.6,6,23,high,FCFS
17,19,0.59,7,22,high,Priority
13,24,0.12,3,46,high,RR
6,7,0.31,7,9,medium,SJF
9,22,0.74,1,32,high,RR
7,11,0.21,3,42,medium,RR
14,28,0.84,7,5,low,Priority
2,9,0.92,2,24,medium,RR
18,10,0.31,8,38,medium,Priority
11,11,0.59,8,12,high,Priority
1,23,0.94,5,48,medium,RR
16,17,0.98,9,37,low,Priority
18,26,0.29,3,47,medium,RR
14,18,0.69,1,42,medium,RR
17,25,0.19,9,10,medium,Priority
5,25,0.52,4,38,medium,RR
17,10,0.51,3,21,low,RR
11,29,0.55,7,40,medium,Priority
17,25,0.81,1,31,high,RR
14,13,0.97,5,32,high,RR
19,22,0.82,7,9,medium,Priority
6,16,0.33,6,17,high,SJF
8,12,0.77,7,45,low,Priority
17,13,0.18,1,11,low,RR
14,21,0.66,1,38,high,RR
12,3,0.5,6,43,medium,RR
8,27,0.28,8,19,medium,Priority
